▼,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
427,Alex Verdugo*,29,ATL,NL,-0.3,56,213,197,21,47,10,0,0,12,1,0,14,31,0.239,0.296,0.289,0.585,67,0.269,66,57,1,2,0,0,0,7/H,
437,Luke Raley*,30,SEA,AL,-0.3,73,219,183,23,37,8,0,4,19,2,1,19,64,0.202,0.319,0.311,0.631,83,0.294,94,57,2,13,3,1,0,93H/8D7,
446,Travis d'Arnaud,36,LAA,AL,-0.3,69,231,213,16,42,13,0,6,21,0,0,13,74,0.197,0.255,0.343,0.598,65,0.26,58,73,5,4,0,1,0,2/HD,
490,Christopher Morel,26,TBR,AL,-0.3,105,305,278,37,61,16,0,11,33,7,2,25,109,0.219,0.289,0.396,0.684,89,0.306,92,110,8,2,0,0,0,7HD/94,
491,Joc Pederson*,33,TEX,AL,-0.3,96,306,265,28,48,10,1,9,26,2,0,34,65,0.181,0.285,0.328,0.614,80,0.278,84,87,5,5,0,1,0,DH/39,
493,Rowdy Tellez*,30,2TM,AL,-0.3,112,312,289,34,66,11,0,17,49,1,0,17,83,0.228,0.276,0.443,0.719,104,0.308,105,128,9,3,0,3,0,3H/D1,
519,JJ Bleday*,27,ATH,AL,-0.3,98,344,307,48,65,17,0,14,39,1,2,36,91,0.212,0.294,0.404,0.698,90,0.3,89,124,6,0,0,1,2,89H7/D,
536,Brayan Rocchio#,24,CLE,AL,-0.3,115,383,344,34,80,18,2,5,44,8,4,22,77,0.233,0.29,0.34,0.63,74,0.278,71,117,4,8,4,5,0,64/H,
140,Tristan Peters*,25,TBR,AL,-0.4,4,12,12,0,0,0,0,0,0,0,0,0,7,0,0,0,0,-100,0,-129,0,0,0,0,0,0,/8,
148,Greg Allen#,32,BAL,AL,-0.4,7,14,14,1,0,0,0,0,0,0,1,0,5,0,0,0,0,-100,-0.035,-127,0,2,0,0,0,0,/87H,
160,Drew Avans*,29,2TM,2LG,-0.4,8,18,17,1,2,0,0,0,1,1,0,0,6,0.118,0.111,0.118,0.229,-36,0.112,-58,2,0,0,0,1,0,/789H,
174,Niko Kavadas*,26,LAA,AL,-0.4,10,23,20,0,2,0,0,0,0,0,0,3,10,0.1,0.217,0.1,0.317,-7,0.167,-10,2,0,0,0,0,0,3/1H,
178,Jihwan Bae*,25,PIT,NL,-0.4,13,25,20,4,1,0,0,0,0,4,1,5,9,0.05,0.24,0.05,0.29,-12,0.19,-4,1,0,0,0,0,0,/H78D9,
179,Grant McCray*,24,SFG,NL,-0.4,22,26,22,3,2,0,1,0,2,0,0,2,11,0.091,0.16,0.182,0.342,-2,0.155,-14,4,1,0,1,1,0,97/H8,
181,Luis Campusano,26,SDP,NL,-0.4,10,27,21,0,0,0,0,0,0,0,0,6,11,0,0.222,0,0.222,-30,0.155,-18,0,2,0,0,0,0,/DH,
183,Nicky Lopez*,30,2TM,2LG,-0.4,18,28,24,2,1,0,0,0,1,0,0,4,4,0.042,0.179,0.042,0.22,-31,0.128,-29,1,1,0,0,0,0,5/6H147D,
191,Luke Williams,28,ATL,NL,-0.4,39,34,31,5,4,2,0,0,5,5,0,1,9,0.129,0.176,0.194,0.37,5,0.204,-4,6,2,1,0,1,0,6H/15D,
212,Alan Trejo,29,COL,NL,-0.4,13,43,40,3,7,2,0,0,1,0,0,1,7,0.175,0.19,0.225,0.415,11,0.183,-9,9,3,0,1,1,0,6/1,
215,Denzer Guzmán,21,LAA,AL,-0.4,13,43,42,4,8,1,0,2,3,0,0,1,22,0.19,0.209,0.357,0.566,54,0.24,43,15,0,0,0,0,0,6,
218,Rece Hinds,24,CIN,NL,-0.4,15,44,43,6,5,1,0,2,3,0,0,1,21,0.116,0.136,0.279,0.415,9,0.175,-9,12,1,0,0,0,0,9/H,
264,Andrés Chaparro,26,WSN,NL,-0.4,34,73,66,4,12,2,0,1,5,0,0,5,22,0.182,0.247,0.258,0.504,44,0.231,42,17,0,1,0,1,0,3/HD,
268,Jordan Lawlar,22,ARI,NL,-0.4,28,74,66,9,12,7,0,0,5,2,0,6,26,0.182,0.257,0.288,0.545,51,0.251,45,19,0,1,0,1,0,5H/D46,
294,Garrett Hampson,30,3TM,NL,-0.4,62,91,77,19,11,2,0,0,1,3,1,11,29,0.143,0.25,0.169,0.419,20,0.205,14,13,2,0,3,0,0,7H48/695D1,
305,Gary Sánchez,32,BAL,AL,-0.4,29,101,91,13,21,2,0,5,24,0,0,4,27,0.231,0.297,0.418,0.715,100,0.308,97,38,2,5,0,1,0,2/D1H,
381,Thairo Estrada,29,COL,NL,-0.4,39,165,154,14,39,9,0,3,21,1,3,6,26,0.253,0.285,0.37,0.655,73,0.286,72,57,6,2,0,3,0,4,
395,Austin Hedges,32,CLE,AL,-0.4,68,180,155,13,25,3,0,5,10,1,2,18,43,0.161,0.25,0.277,0.527,46,0.233,40,43,2,1,4,2,0,2/1,
404,Nick Loftin,26,KCR,AL,-0.4,67,188,168,17,35,9,2,4,20,1,1,14,27,0.208,0.278,0.357,0.635,78,0.273,70,60,7,3,1,2,0,7H45/3D,
436,Drew Waters#,26,KCR,AL,-0.4,71,219,206,21,50,6,3,1,14,5,3,11,60,0.243,0.288,0.316,0.603,70,0.281,76,65,2,2,0,0,0,789/HD,
583,Andrew Vaughn,27,2TM,2LG,-0.4,112,447,406,35,103,22,0,14,65,0,0,31,80,0.254,0.307,0.411,0.719,100,0.311,96,167,12,3,1,6,0,3D/H,
628,Eric Wagaman,27,MIA,NL,-0.4,140,514,476,56,119,28,3,9,53,4,1,32,100,0.25,0.296,0.378,0.674,86,0.303,86,180,11,1,0,5,0,*37HD/59,
682,Agustín Ramírez,23,MIA,NL,-0.4,136,585,537,72,124,33,1,21,67,16,3,36,113,0.231,0.287,0.413,0.701,93,0.31,89,222,13,8,0,4,2,2D/H,ROY-6
138,Nick Solak,30,PIT,NL,-0.5,4,11,11,0,1,0,0,0,0,0,0,0,2,0.091,0.091,0.091,0.182,-49,0.073,-75,1,0,0,0,0,0,/347H,
184,Scott Kingery,31,LAA,AL,-0.5,19,29,27,3,4,1,0,0,0,1,1,2,11,0.148,0.207,0.185,0.392,11,0.167,-3,5,1,0,0,0,0,/4H8619,
187,Buddy Kennedy,26,3TM,2LG,-0.5,13,32,29,2,2,1,0,0,1,0,0,2,8,0.069,0.156,0.103,0.26,-25,0.158,-15,3,0,1,0,0,0,/53H4D,
193,Pablo Reyes,31,NYY,AL,-0.5,24,34,31,4,6,1,0,0,2,1,0,2,10,0.194,0.242,0.226,0.468,33,0.221,24,7,0,0,1,0,0,H/94517D,
195,Jose Siri,29,NYM,NL,-0.5,16,36,32,7,2,2,0,0,1,2,0,4,17,0.063,0.167,0.125,0.292,-15,0.16,-17,4,0,0,0,0,0,8/H,
201,Cam Devanney,28,PIT,NL,-0.5,14,38,36,1,5,1,0,0,1,0,1,2,21,0.139,0.184,0.167,0.351,-1,0.151,-10,6,1,0,0,0,0,5/H,
205,Yuli Gurriel,41,SDP,NL,-0.5,16,40,36,2,4,1,0,0,3,0,0,4,8,0.111,0.2,0.139,0.339,-3,0.169,-9,5,0,0,0,0,0,D/H3,
208,Kris Bryant,33,COL,NL,-0.5,11,41,39,2,6,2,0,0,1,0,0,2,13,0.154,0.195,0.205,0.4,7,0.183,-7,8,1,0,0,0,0,D/H,
211,Daz Cameron,28,MIL,NL,-0.5,21,42,41,7,8,1,0,1,3,1,0,1,13,0.195,0.214,0.293,0.507,41,0.229,32,12,1,0,0,0,0,9H/7,
216,Trenton Brooks*,29,SDP,NL,-0.5,25,43,41,5,6,2,0,1,2,0,0,2,13,0.146,0.186,0.268,0.454,25,0.198,13,11,2,0,0,0,0,HD/7,
230,Luis Vázquez,25,BAL,AL,-0.5,32,53,50,6,8,1,0,1,3,2,0,3,14,0.16,0.208,0.24,0.448,27,0.206,17,12,0,0,0,0,0,56/H143D,
234,Jace Jung*,24,DET,AL,-0.5,21,55,47,8,5,0,0,0,3,0,0,7,16,0.106,0.236,0.106,0.343,1,0.181,1,5,2,1,0,0,0,5/H,
240,Endy Rodríguez#,25,PIT,NL,-0.5,18,57,52,5,9,4,0,0,2,0,1,5,14,0.173,0.246,0.25,0.496,39,0.219,35,13,0,0,0,0,0,3/2H,
247,Oscar González,27,SDP,NL,-0.5,21,61,59,2,13,1,0,0,4,0,1,2,13,0.22,0.246,0.237,0.483,36,0.209,26,14,1,0,0,0,0,7/9HD,
252,Jarred Kelenic*,25,ATL,NL,-0.5,24,65,60,7,10,2,0,2,2,0,1,5,23,0.167,0.231,0.3,0.531,49,0.23,44,18,1,0,0,0,0,9/H7D,
258,Matthew Lugo,24,LAA,AL,-0.5,31,70,69,9,16,2,1,4,9,0,0,0,24,0.232,0.243,0.464,0.707,90,0.295,83,32,3,1,0,0,0,8H/97,
261,Tim Elko,26,CHW,AL,-0.5,23,72,67,6,9,1,0,4,8,1,0,5,30,0.134,0.194,0.328,0.523,43,0.241,44,22,1,0,0,0,0,3/DH,
295,Will Wilson,26,CLE,AL,-0.5,34,91,78,7,15,4,0,0,2,2,0,7,34,0.192,0.267,0.244,0.511,44,0.238,34,19,1,1,5,0,0,45/H1D,
311,Vinny Capra,28,2TM,2LG,-0.5,47,105,96,10,12,2,0,1,6,2,0,3,25,0.125,0.157,0.177,0.334,-6,0.173,-10,17,5,1,3,2,0,56H/41D,
312,Hunter Feduccia*,28,2TM,2LG,-0.5,38,105,88,5,13,5,0,0,8,1,0,15,29,0.148,0.267,0.205,0.471,35,0.227,35,18,0,0,0,2,0,2/H3D,
340,Weston Wilson,30,PHI,NL,-0.5,52,125,111,15,22,4,0,5,17,2,3,12,34,0.198,0.282,0.369,0.652,77,0.289,80,41,1,1,1,0,0,74/3H1D5,
345,Ben Rortvedt*,27,2TM,2LG,-0.5,44,128,112,9,17,3,0,1,10,0,0,11,23,0.152,0.24,0.205,0.445,27,0.218,29,23,1,2,3,0,0,2,
394,Leody Taveras#,26,2TM,AL,-0.5,58,180,171,13,35,6,1,3,17,9,3,5,50,0.205,0.226,0.304,0.53,52,0.236,50,52,0,0,3,1,0,89/H,
494,Jorge Soler,33,LAA,AL,-0.5,82,315,279,31,60,12,0,12,34,0,0,28,94,0.215,0.293,0.387,0.68,87,0.303,89,108,5,4,0,3,0,9D/H,
504,Brooks Baldwin#,24,CHW,AL,-0.5,103,328,300,32,72,15,1,11,38,5,0,21,86,0.24,0.29,0.407,0.697,93,0.307,92,122,9,1,4,2,0,7895H46,
185,Carson McCusker,27,MIN,AL,-0.6,16,30,29,0,5,0,0,0,1,0,1,1,16,0.172,0.2,0.172,0.372,5,0.151,-11,5,0,0,0,0,0,9/HD,
221,Logan Davidson#,27,2TM,AL,-0.6,19,47,42,3,7,2,0,1,4,0,0,3,22,0.167,0.222,0.286,0.508,40,0.218,24,12,1,0,2,0,0,3/H514,
251,MJ Melendez*,26,KCR,AL,-0.6,23,65,60,5,5,2,0,1,1,0,0,3,23,0.083,0.154,0.167,0.321,-9,0.15,-20,10,0,2,0,0,0,7/9HD,
272,Johnathan Rodríguez,25,CLE,AL,-0.6,31,77,71,6,14,4,1,2,10,1,0,6,22,0.197,0.26,0.366,0.626,71,0.286,75,26,2,0,0,0,0,9/H7D,
282,Jorge Mateo,30,BAL,AL,-0.6,42,83,79,9,14,4,0,1,3,15,2,4,30,0.177,0.217,0.266,0.483,37,0.243,28,21,1,0,0,0,0,H68/4D517,
299,Jason Heyward*,35,SDP,NL,-0.6,34,95,85,9,15,2,0,2,12,0,1,6,20,0.176,0.223,0.271,0.494,37,0.22,31,23,1,0,0,3,0,7/H98,
339,Chris Taylor,34,2TM,2LG,-0.6,58,125,113,15,21,7,0,2,12,2,2,5,42,0.186,0.256,0.301,0.557,55,0.243,49,34,1,6,0,1,0,78H49/5,
342,Tyler Wade*,30,SDP,NL,-0.6,59,127,107,13,22,1,2,0,9,1,2,15,31,0.206,0.309,0.252,0.561,59,0.262,61,27,0,1,4,0,0,8H7/459D61,
356,Christian Encarnacion-Strand,25,CIN,NL,-0.6,36,137,130,13,27,4,0,6,19,0,2,3,32,0.208,0.234,0.377,0.61,63,0.254,52,49,1,2,0,2,0,3/5,
361,Lane Thomas,29,CLE,AL,-0.6,39,142,125,10,20,2,0,4,11,4,1,14,44,0.16,0.246,0.272,0.518,44,0.242,43,34,4,1,0,2,0,8/H9D,
369,Will Wagner*,26,2TM,2LG,-0.6,55,149,129,15,29,7,0,0,7,1,0,17,28,0.225,0.324,0.279,0.603,70,0.297,82,36,3,2,1,0,0,5H3/D4,
373,Alan Roden*,25,2TM,AL,-0.6,55,153,136,17,26,6,1,2,9,1,1,8,37,0.191,0.261,0.294,0.556,53,0.244,46,40,0,6,0,3,0,79/H8,
403,Connor Wong,29,BOS,AL,-0.6,63,188,168,16,32,8,0,0,7,2,1,16,42,0.19,0.262,0.238,0.5,42,0.242,46,40,7,1,1,2,0,2/H3D,
425,Tyler O'Neill,30,BAL,AL,-0.6,54,209,181,22,36,6,1,9,26,4,0,22,51,0.199,0.292,0.392,0.684,92,0.302,90,71,2,3,0,3,1,9D/7H,
461,Oswald Peraza,25,2TM,AL,-0.6,106,265,244,24,40,6,0,5,20,9,0,17,80,0.164,0.223,0.25,0.473,32,0.225,28,61,6,2,0,1,0,5H346/1D,
467,Brady House,22,WSN,NL,-0.6,73,274,261,26,61,11,0,4,29,5,3,8,78,0.234,0.252,0.322,0.574,62,0.252,58,84,11,0,0,5,0,5/H,
553,Nick Gonzales,26,PIT,NL,-0.6,96,408,381,39,99,18,3,5,30,0,2,21,73,0.26,0.299,0.362,0.661,84,0.293,82,138,12,2,0,4,0,46,
594,Mickey Moniak*,27,COL,NL,-0.6,135,461,434,62,117,20,8,24,68,9,3,22,110,0.27,0.306,0.518,0.824,115,0.349,110,225,4,2,0,3,1,*98H7D,
271,Seth Brown*,32,ATH,AL,-0.7,38,76,65,6,12,2,0,1,3,1,0,9,23,0.185,0.303,0.262,0.564,59,0.265,60,17,2,2,0,0,0,H7/89D,
274,Jorge Barrosa#,24,ARI,NL,-0.7,33,77,71,8,10,3,0,1,7,0,0,2,22,0.141,0.169,0.225,0.394,8,0.17,-7,16,1,1,0,3,0,87/H9D,
279,Connor Joe,32,2TM,NL,-0.7,42,80,70,2,13,4,0,0,4,2,2,7,20,0.186,0.263,0.243,0.505,40,0.226,32,17,2,1,0,2,0,9H7/3D8,
338,Jonah Bride,29,2TM,2LG,-0.7,45,125,112,7,19,2,0,0,5,0,0,11,39,0.17,0.248,0.188,0.436,24,0.223,29,21,1,1,0,1,1,5H/3D14,
351,Matt Mervis*,27,MIA,NL,-0.7,42,134,120,15,21,4,0,7,14,0,0,11,50,0.175,0.254,0.383,0.637,75,0.288,76,46,1,2,0,1,1,3D/H,
442,Jake McCarthy*,27,ARI,NL,-0.7,67,222,206,18,42,7,5,4,20,6,0,10,40,0.204,0.247,0.345,0.591,62,0.271,59,71,2,2,3,1,0,789/HD,
450,Dylan Carlson#,26,BAL,AL,-0.7,83,241,217,17,44,9,1,6,20,3,3,21,54,0.203,0.278,0.336,0.614,74,0.274,75,73,3,2,0,1,0,798H,
518,Jose Iglesias,35,SDP,NL,-0.7,112,343,306,29,70,11,0,3,36,5,1,24,56,0.229,0.298,0.294,0.592,66,0.288,74,90,7,7,4,2,0,465HD/7,
609,Angel Martínez#,23,CLE,AL,-0.7,139,484,446,56,100,23,2,11,45,8,2,23,110,0.224,0.269,0.359,0.628,72,0.275,68,160,8,6,5,4,0,*84H/97,
610,Michael Conforto*,32,LAD,NL,-0.7,138,486,418,54,83,20,0,12,36,1,0,56,121,0.199,0.305,0.333,0.637,80,0.289,79,139,12,9,0,3,0,*7H,
313,Cooper Hummel#,30,2TM,AL,-0.8,37,105,88,10,15,0,0,3,7,1,0,14,31,0.17,0.298,0.273,0.571,61,0.269,63,24,1,2,1,0,0,7H/D19,
366,Yanquiel Fernández*,22,COL,NL,-0.8,52,147,138,13,31,5,0,4,11,0,0,8,44,0.225,0.265,0.348,0.613,62,0.269,54,48,4,0,0,1,0,D9/H7,
377,David Fry,29,CLE,AL,-0.8,66,157,146,16,25,4,0,8,23,1,0,9,58,0.171,0.229,0.363,0.592,61,0.256,54,53,3,2,0,0,0,DH,
421,Edouard Julien*,26,MIN,AL,-0.8,64,208,182,13,40,10,0,3,12,0,3,22,61,0.22,0.309,0.324,0.633,76,0.274,72,59,3,2,1,1,0,34D/H6,
480,Randal Grichuk,33,2TM,2LG,-0.8,113,293,272,35,62,18,1,9,27,0,1,17,61,0.228,0.273,0.401,0.674,85,0.293,82,109,6,1,0,3,1,HD97/8,
487,Kyle Farmer,34,COL,NL,-0.8,97,300,277,24,63,14,0,8,31,0,1,17,66,0.227,0.28,0.365,0.645,71,0.288,68,101,9,4,0,2,0,4D3H65/1,
500,Trey Sweeney*,25,DET,AL,-0.8,118,326,296,36,58,6,2,6,32,3,1,26,92,0.196,0.258,0.291,0.548,53,0.248,49,86,2,0,0,4,0,*6H,
635,Brooks Lee#,24,MIN,AL,-0.8,139,527,487,50,115,15,1,16,64,3,1,31,92,0.236,0.285,0.37,0.654,79,0.289,77,180,11,4,0,5,0,654H/D,
689,Nick Castellanos,33,PHI,NL,-0.8,147,589,547,72,137,27,2,17,72,4,0,32,133,0.25,0.294,0.4,0.694,88,0.309,87,219,13,4,0,6,0,*9/DH,
224,Maverick Handley,27,BAL,AL,-0.9,16,47,41,2,3,0,0,0,3,0,0,2,18,0.073,0.133,0.073,0.207,-39,0.103,-59,3,0,1,2,1,0,2/H,
265,Sean Bouchard,29,COL,NL,-0.9,32,73,66,7,11,0,1,1,7,1,1,7,27,0.167,0.247,0.242,0.489,32,0.235,32,16,2,0,0,0,0,9H/D73,
296,Jeimer Candelario#,31,CIN,NL,-0.9,22,91,80,3,9,2,0,2,10,0,1,9,29,0.113,0.198,0.213,0.41,12,0.185,2,17,1,0,0,2,0,5/3D,
326,Triston Casas*,25,BOS,AL,-0.9,29,112,99,5,18,3,0,3,11,0,0,11,27,0.182,0.277,0.303,0.58,62,0.263,61,30,3,2,0,0,2,3/H,
328,Kevin Newman,31,LAA,AL,-0.9,56,116,114,13,23,2,0,2,11,1,0,1,23,0.202,0.209,0.272,0.481,33,0.233,37,31,5,0,1,0,0,56/4H13,
266,Jacob Amaya,26,CHW,AL,-1,36,73,66,7,7,1,0,0,8,2,0,3,16,0.106,0.139,0.121,0.26,-26,0.125,-45,8,1,0,1,3,0,6/H14,
329,Chas McCormick,30,HOU,AL,-1,64,116,100,13,21,5,0,1,5,2,3,9,31,0.21,0.279,0.29,0.569,59,0.243,50,29,1,1,5,1,0,879H/D1,
341,Mark Canha,36,KCR,AL,-1,46,125,113,9,24,3,0,1,6,0,1,7,24,0.212,0.272,0.265,0.537,53,0.237,46,30,1,3,0,2,0,7H9/D3,
367,James Outman*,28,2TM,2LG,-1,59,148,134,19,18,5,1,6,11,1,0,12,63,0.134,0.216,0.321,0.537,47,0.249,48,43,0,2,0,0,0,897/HD,
413,Gio Urshela,33,ATH,AL,-1,59,197,181,10,43,14,1,0,20,0,1,13,40,0.238,0.287,0.326,0.613,69,0.271,68,59,6,0,2,1,0,5/3DH,
441,Anthony Santander#,30,TOR,AL,-1,54,221,194,16,34,5,0,6,18,0,0,25,61,0.175,0.271,0.294,0.565,57,0.253,51,57,6,1,0,1,1,D9/7H3,
459,Kristian Campbell,23,BOS,AL,-1,67,263,229,24,51,10,0,6,21,2,1,29,72,0.223,0.319,0.345,0.664,86,0.299,88,79,1,4,0,1,0,4/8H7D,
269,Will Robertson*,27,2TM,AL,-1.1,27,75,70,2,9,1,0,0,9,0,0,2,27,0.129,0.173,0.143,0.316,-10,0.149,-22,10,1,2,0,1,0,7/9H8D,
330,Tyler Locklear,24,ARI,NL,-1.1,31,116,103,11,18,0,0,3,6,3,1,10,43,0.175,0.267,0.262,0.529,48,0.248,47,27,3,3,0,0,0,3/H,
552,Nolan Jones*,27,CLE,AL,-1.1,136,403,355,34,75,14,2,5,34,8,3,39,113,0.211,0.296,0.304,0.6,67,0.272,66,108,6,5,1,3,1,*98H7/D,
288,Ronny Simón#,25,2TM,NL,-1.2,27,88,77,10,18,3,0,0,7,1,0,8,15,0.234,0.299,0.273,0.572,61,0.271,62,21,1,0,1,2,0,/47D9H6,
291,DaShawn Keirsey Jr.*,28,MIN,AL,-1.2,74,88,84,11,9,0,0,2,6,10,3,2,33,0.107,0.138,0.179,0.317,-13,0.162,-24,15,1,1,1,0,0,9H78/D,
347,Adael Amador#,22,COL,NL,-1.2,41,128,113,5,20,7,0,1,10,1,1,11,27,0.177,0.256,0.265,0.521,40,0.244,36,30,2,1,3,0,0,4/H,
364,Joshua Palacios*,29,CHW,AL,-1.2,51,145,128,11,26,4,0,3,9,0,0,12,36,0.203,0.292,0.305,0.596,68,0.276,71,39,0,4,1,0,0,97/HD,
430,Orlando Arcia,30,2TM,NL,-1.2,76,214,203,13,41,7,1,3,13,0,1,10,47,0.202,0.238,0.291,0.529,42,0.243,39,59,4,0,0,1,0,6453/HD,
348,Jacob Stallings,35,2TM,2LG,-1.3,42,129,119,5,16,4,0,0,9,0,0,6,40,0.134,0.195,0.168,0.363,0,0.178,-8,20,5,3,1,0,0,2/H1,
447,Jac Caglianone*,22,KCR,AL,-1.3,62,232,210,19,33,6,1,7,18,1,0,18,52,0.157,0.237,0.295,0.532,49,0.238,43,62,4,4,0,0,0,93/DH,
566,Tyler Freeman,26,COL,NL,-1.3,110,428,377,50,106,20,2,2,31,18,9,34,51,0.281,0.354,0.361,0.715,92,0.324,93,136,10,11,2,4,0,9D4H/57,
374,Jhonkensy Noel,23,CLE,AL,-1.4,69,153,148,19,24,2,0,6,13,0,0,4,52,0.162,0.183,0.297,0.48,30,0.211,22,44,4,0,0,1,0,9H/37D,
503,Santiago Espinal,30,CIN,NL,-1.4,114,328,301,25,73,12,0,0,16,2,1,21,38,0.243,0.292,0.282,0.575,58,0.257,48,85,11,1,3,2,0,54H7/93D6,
316,Hunter Renfroe,33,KCR,AL,-1.5,35,108,99,5,18,6,0,0,4,0,0,8,21,0.182,0.241,0.242,0.483,37,0.216,28,24,4,0,0,1,0,9/HD,
426,Josh Rojas*,31,CHW,AL,-1.5,69,211,189,14,34,9,0,2,11,4,1,19,48,0.18,0.252,0.259,0.512,45,0.246,48,49,6,0,1,2,0,54/7H,
382,Heston Kjerstad*,26,BAL,AL,-1.6,54,167,156,16,30,5,2,4,19,1,0,6,45,0.192,0.24,0.327,0.566,59,0.253,56,51,9,4,0,1,0,79/HD,
452,LaMonte Wade Jr.*,31,2TM,2LG,-1.7,80,242,209,19,35,8,2,2,18,1,0,27,58,0.167,0.271,0.254,0.524,50,0.247,52,53,2,3,2,1,1,39H/D7,
510,Michael Toglia#,26,COL,NL,-1.7,88,337,306,22,58,15,1,11,32,3,0,28,132,0.19,0.258,0.353,0.611,61,0.272,54,108,7,1,0,2,2,3/DH,
547,Jordan Walker,23,STL,NL,-1.7,111,396,363,40,78,13,1,6,41,10,3,29,126,0.215,0.278,0.306,0.584,66,0.273,69,111,9,3,0,1,1,9/HD,